headline,type,year,news_desk_category,GPT_score,GPT_class
NATO TAKES STEPS TO EXPAND RANKS INTO EAST EUROPE,article,1996,world/international/foreign,0.3,balanced
TV’s Game of Three-Card Monte,article,2012,uncategorized,0.2,clickbait
Have a Slice,multimedia,2003,dining/food,0.2,clickbait
Film; A Sober Documentary About an Intoxicating Life,article,2002,sports,0.5,balanced
The Yankees Are Resigned to Having Giambi Back,article,2005,sports,-0.3,balanced
"For New Jersey's Next Governor, a Chance to Fill the Benches of the State's High Court",article,2005,home,0.3,balanced
"Review: In ‘As You Are,’ a Nod to Nirvana, and a Loaded Gun",article,2017,weekend,0.2,clickbait
Is A Banking Ban The Answer?,article,2014,opinion/editorial,0.1,clickbait
Where Gay People Find Community,article,1997,weekend,0.5,balanced
Subway Arson Foiled by Chemical System,article,1991,home,0.7,clickbait
Man Held in Wife's Death After a Nine-Year Exile,article,2000,home,-0.7,clickbait
A Preview of the New Alice Tully Hall,multimedia,2011,arts/culture,0.5,balanced
"In the Zion Case, a Doctor And Profession on the Stand",article,1994,home,0.2,clickbait
Perez’s Time as a Met Seems Short,article,2011,sports,-0.5,clickbait
Hannah’s Story,multimedia,2013,sports,0.2,clickbait
Unleash Your Inner Gleek on the iPad,article,2010,business/economy/financial,0.5,clickbait
"Paid Notice: Deaths   ADAMS, RUTH S.",article,2005,lifestyle/living,-0.8,matter-of-fact
2 First National Banks Fail,article,2008,business/economy/financial,-0.8,clickbait
"The Breakfast Meeting: Oprah Attempts to Right the Ship, and Libel Comes to Twitter",article,2012,uncategorized,0.2,clickbait
"Paid Notice: Deaths  SLOANE, EDITH",article,2001,lifestyle/living,-0.8,matter-of-fact
Senate Republicans Challenge Obama’s Recess Appointments,article,2012,uncategorized,-0.5,balanced
ABC Promotional Spot,multimedia,2009,business/economy/financial,0.2,balanced
Pictures of the Day: Indonesia and Elsewhere,article,2013,uncategorized,0.1,balanced
Nissan Says Its Electric Leaf Gets Equivalent of 99 M.P.G.,article,2010,business/economy/financial,0.5,balanced
An Iwo Jima Relic Binds Generations,article,2009,entertainment,0.5,balanced
Commencements; Bernard M. Baruch College,article,1998,home,0.2,matter-of-fact
Colin Kaepernick ‘Dream Crazy’ Ad Wins Nike an Emmy,article,2019,sports,0.7,balanced
Queens Doctor and Cousin Are Guilty in Murder,article,2009,entertainment,-0.8,clickbait
Frank Lloyd Riders,article,1998,magazine,0.2,clickbait
"Impossibly Light, Totally Sleek Handmade Bikes Built by a Tokyo Shipwright",article,2013,world/international/foreign,0.8,clickbait
Peers' Pressure From the Start Made Smarty Jones Pay at the End,article,2004,sports,-0.4,clickbait
Catholic Priest Abducted in the Philippines Appeals to President in a Video,article,2017,world/international/foreign,-0.7,clickbait
"Morning Buzz, March 26: Fines for Delaying a Flight",article,2012,uncategorized,-0.3,clickbait
BATS Exchange Ranks 3rd Behind N.Y.S.E. and Nasdaq,article,2009,business/economy/financial,0.2,balanced
Penguins Gone Wild,article,2006,media,0.2,clickbait
Milan Fashion Week: Blumarine Fall/Winter 2014,article,2014,fashion/style,0.5,matter-of-fact
A Texas District Banks on Wireless Ubiquity,article,2004,times,0.5,clickbait
Reports Differ of Attack on an Iraqi Minister,article,2012,world/international/foreign,-0.5,clickbait
"Costly and International, With a Variety of Tastes",article,2004,sports,0.2,clickbait
Proposed Rent Rules Stir an Owner Outcry,article,2009,entertainment,-0.6,clickbait
"In Florida, Lawmakers Consider Gambling Bill",article,2012,world/international/foreign,0.2,balanced
New & Noteworthy Paperbacks,article,2003,books/reviews,0.5,balanced
Worker at Manhattan Construction Site Falls Down Elevator Shaft and Dies,article,2015,entertainment,-0.9,balanced
Inmate Convicted in '86 Prison Murder Gets New Trial,article,2004,home,0.1,balanced
InnoCentive Gets $7.3 Million Boost,article,2009,business/economy/financial,0.7,balanced
When a Co-Pay Gets in the Way of Health,article,2013,business/economy/financial,-0.5,clickbait
A Birthday Surprise,article,2009,opinion/editorial,0.5,clickbait
"‘I Used to Be Snow White, but I Drifted’",article,2019,times,0.2,clickbait
Photos of the Moment | Charles Anastase,article,2009,uncategorized,0.2,balanced
Big Telescope Finds New Clues to 'Big Bang',article,1994,world/international/foreign,0.6,balanced
Mikaela Shiffrin Surges to First Victory of World Cup Season,article,2017,sports,0.8,balanced
August Sales Mixed for Automakers,article,2007,business/economy/financial,0.2,balanced
"To See and to Be Seen, Sleekly",article,1999,home,0.3,clickbait
Meredith Monk Wins the Gish Prize,article,2017,arts/culture,0.7,balanced
Wharton Forms a European Alliance,article,2001,business/economy/financial,0.5,balanced
"Money Talks, Regulation Walks",article,2011,uncategorized,0.2,clickbait
A Shorter Commute to the Office,article,2011,real estate,0.3,balanced
The Accidental Convert,article,1991,books/reviews,0.3,clickbait
"Briefly, Slowly, the Intrepid Moves Again",article,2006,home,0.2,clickbait
METRO DIGEST,article,1995,home,0.0,matter-of-fact
"An Unexpected President, and Expressions of Subway Therapy",article,2017,politics,0.1,clickbait
"Scorched Silence, Fragile Rebirth, Award-Winning Music",article,2019,arts/culture,0.5,clickbait
Dominique Perrault,article,2016,opinion/editorial,0.2,matter-of-fact
It’s Great That We Celebrate Black History Month in Totally Normal Ways,article,2019,opinion/editorial,0.2,clickbait
New Software Gauges the Size of Imminent Earthquakes,article,2003,world/international/foreign,0.5,balanced
A Time to Thank Heroes and Bind Wounds,article,2001,media,0.6,balanced
Corrections,article,2004,home,0.5,clickbait
BREAKING NEWS PHOTOGRAPHY,article,2002,home,0.2,balanced
Don't Put Your Wife in a Novel,article,2003,books/reviews,-0.4,clickbait
Couric’s Opening Night Lifts Ratings for CBS,article,2006,arts/culture,0.7,balanced
"Paid Notice: Deaths  DRAPKIN, ARNOLD, M.D.",article,2002,lifestyle/living,-0.8,matter-of-fact
Seoul Court Overturns Ex-Leader's Death Sentence,article,1996,world/international/foreign,0.2,balanced
WORLDCOM GETS APPROVAL FOR $1.1 BILLION LOAN,article,2002,business/economy/financial,0.5,balanced
This Week's Schedule of Debt Offerings,article,2002,business/economy/financial,0.1,matter-of-fact
When Technology Makes Work Worse,article,2014,uncategorized,-0.5,clickbait
Making Our Schools Safer,article,1993,education,0.5,balanced
USA Truck reports earnings for Qtr to Dec 31,article,1993,business/economy/financial,0.0,matter-of-fact
10 Nations Told to Halt Caviar Exports to Save Sturgeon,article,2006,world/international/foreign,-0.6,balanced
Travel Advisory; Under the Mistletoe With Twain and Melville,article,2001,travel,0.5,clickbait
Torre Has 4 Bases to Touch Before the Postseason Arrives,article,2002,sports,0.2,clickbait
"From Draft to Desert Storm, It's Football",article,1991,sports,0.3,clickbait
Galleon Jury Hears of Tips About a Company’s Sale,article,2011,uncategorized,0.1,balanced
Wonder Dog,article,2012,magazine,0.5,clickbait
"As National Oil Giant Struggles, Mexico Agonizes Over Opening It to Foreign Ventures",article,2002,world/international/foreign,-0.6,balanced
Recipe Redux: 1961: Chinese Barbecued Spareribs,article,2006,magazine,0.3,balanced
Anatomy of a Scene | ‘Captain Fantastic’,multimedia,2016,arts/culture,0.5,balanced
Savage Tease That Is the Blue Jays,article,1992,sports,0.2,clickbait
"77 Years Later, Yacht Repeats Win in Trans-Pacific Race",article,2013,sports,0.7,balanced
"In Bid for Keystone, Visions of a Greener Pipeline",article,2013,business/economy/financial,0.3,balanced
Nairobi Journal; Beer War In Kenya Has Pubs Cheering,article,1998,world/international/foreign,0.5,clickbait
City Is Told to Abandon Its 'Doomed' Tactics of Encouraging Growth,article,2003,home,-0.6,clickbait
NBC Backing an On-Line TV Service,article,1998,business/economy/financial,0.5,balanced
THE MARKETS: COMMODITIES,article,1998,business/economy/financial,0.0,matter-of-fact
Spores Found At Post Office In Boca Raton,article,2001,world/international/foreign,-0.7,clickbait
"Dear Nobel Winners, Mr. Trump Has All the Brains He Needs",article,2017,opinion/editorial,-0.5,clickbait
Manhattan Media Buys a Weekly,article,2007,business/economy/financial,0.2,clickbait
"Paid Notice: Deaths  BOOTH, DAVE",article,2000,lifestyle/living,-0.9,matter-of-fact
Greenspan: No Saving Grace,article,2013,uncategorized,-0.8,clickbait
A Libyan’s Plea to the S.E.C.,article,2012,opinion/editorial,0.2,clickbait
CHRONICLE,article,1996,lifestyle/living,0.0,clickbait
One of His Biggest Fights Was Outside of the Ring,article,2013,weekend,0.3,clickbait
The Other Discoverer of the North Pole,article,1998,travel,0.2,clickbait
Snap Judgments,article,2003,media,0.2,clickbait
Our Towns; Where Justice Is Served With Mercy,article,1998,home,0.7,balanced
Huckabee Critiques Romney’s Debate Tactics,article,2008,world/international/foreign,-0.3,balanced
Watson Has Rough Hometown Debut,article,1999,sports,-0.5,clickbait
Airbnb Host Welcomes Travelers From All Over,article,2014,entertainment,0.7,balanced
In the Studio With Paula Gerbase of 1205,multimedia,2016,magazine,0.5,balanced
Photo Replay: June 29,multimedia,2012,sports,0.2,clickbait
Correction,article,1991,weekend,0.5,clickbait
U.S. Is Sending Planes to Bolster U.N. in Somalia,article,1993,world/international/foreign,0.5,balanced
"Susan E. Edgar, John Michaelson",article,1993,social/society,0.0,matter-of-fact
What I Didn’t Understand That Summer in Mexico,article,2014,magazine,0.1,clickbait
"Paid Notice: Deaths  GRUBER, MAURICE",article,2000,lifestyle/living,-0.8,matter-of-fact
Romania aimsto track crimes of Communists,article,2006,uncategorized,0.2,balanced
"Funny Lines, Yes, but Oh, Those Plot Details",article,2003,theater,0.2,clickbait
M.T.A.’s Budget Ills Are Worse Than Accounts of Spitting,article,2010,entertainment,-0.6,clickbait
Review: ‘Trial & Error’ Features a Confederacy of Dunces,article,2017,arts/culture,0.1,clickbait
The Twain Do Meet in a Busy Imagination,article,2006,sports,0.3,clickbait
British Brothers Imprisoned for Attending Terrorist Training Camp in Syria,article,2014,world/international/foreign,-0.9,clickbait
Rousing the Crowd With a Bigger Bang,article,2006,arts/culture,0.6,clickbait
Remembering Pericles,article,1994,media,0.2,balanced
Researcher on Climate Is Cleared in Inquiry,article,2010,world/international/foreign,0.5,balanced
Perfect Soundtrack for a Hard Landing,article,2012,business/economy/financial,-0.6,clickbait
How Smart Is Your Smoke Alarm?,multimedia,2013,business/economy/financial,0.3,clickbait
Length of Deal Highlights Howard’s Flaws,article,2010,sports,-0.6,clickbait
"Flu Illnesses Are Widespread in 24 States, Official Says",article,2003,world/international/foreign,-0.5,balanced
The Secrets of our Genealogical Past,audio,2014,uncategorized,0.5,clickbait
Lincoln Center Out of Doors Presents Its Americanafest,article,2016,arts/culture,0.6,balanced
Consumer Index Is Higher,article,1993,business/economy/financial,0.6,balanced
Sweden: Asia Lifts Volvo Truck Sales,article,2008,business/economy/financial,0.7,balanced
Vows: Kerry and Chris,multimedia,2013,social/society,0.2,clickbait
From the Upshot: Bernie Sanders’s Early Online Haul Is $8.3 Million,article,2015,politics,0.6,balanced
COMPANY NEWS,article,1992,business/economy/financial,0.0,matter-of-fact
Iran's Crossroads,article,2009,uncategorized,0.0,clickbait
"Brakettes, Back to Winning Ways",article,1996,weekend,0.6,balanced
A Flirtation Across the Borders of Cuban Ideology,article,1994,travel,0.3,clickbait
Revisiting the Romantics at a Breathless Sprint,article,2012,arts/culture,0.5,clickbait
A Debate Over What Encyclical Allows,article,1998,media,0.2,clickbait
Executives At Goldman Selling Shares,article,2001,business/economy/financial,-0.5,balanced
After Prostate Cancer Treatment,article,2009,uncategorized,0.2,balanced
Corrections,article,2004,home,0.0,clickbait
Following in the Footsteps of a Suburban Fisher,article,2011,uncategorized,0.3,clickbait
"In Last Contacts, Upbeat Notes and Routine Chats but No Goodbyes",article,2003,world/international/foreign,0.1,clickbait
Prices of Imported Goods Increase as the Dollar Declines,article,2011,business/economy/financial,-0.7,balanced
Selective Memory Helps Rookie Safety Move On,article,2005,sports,0.5,balanced
Beholding Bald Eagles,article,2000,weekend,0.6,balanced
"Paid Notice: Deaths  GOTTESMAN, CALLMAN",article,1998,lifestyle/living,-0.8,matter-of-fact
Bridge,article,1995,home,0.2,clickbait
"Harnischfeger Plans to Cut 3,100 Jobs",article,1998,business/economy/financial,-0.8,balanced
"In Canadian Case, Filings Say Toyota Knew of Risk",article,2010,business/economy/financial,-0.6,balanced
U.S. Steps Up Bombing Raids in Anbar After Shiite Militias Withdraw,article,2015,world/international/foreign,-0.6,balanced
"For Hedge Funds, Best First Half in 10 Years",article,2009,uncategorized,0.8,balanced
Bush Warns Against 'Overdeployment',article,2001,world/international/foreign,-0.3,clickbait
No to Telephone Voting,article,1996,media,-0.7,clickbait
Irate Arcelor Shareholders Prepare for Showdown,article,2006,business/economy/financial,-0.7,clickbait
The Kind of Car Insurer That Gives Consumers the Best Value,article,2016,business/economy/financial,0.5,balanced
Has the F.C.C. Become Obsolete?; Technology Moves Fast; Determining the Public Interest Takes Time,article,1995,business/economy/financial,-0.5,balanced
Inside the List,article,2013,books/reviews,0.2,clickbait
Raiders Put Trust in Janikowski,article,2011,uncategorized,0.6,balanced
How Uber Uses Psychological Tricks to Push Its Drivers’ Buttons,multimedia,2017,technology,-0.5,clickbait
A Complaint Board Chief Will Face Many Hurdles,article,1995,home,-0.5,clickbait
All Cozy and Snug in Their Pajamas and Ready for . . . Exams,article,2001,theater,0.2,clickbait
Ex-Im Bonkers,article,2010,opinion/editorial,0.1,clickbait
The Effects of Raising The Minimum Wage,article,2003,business/economy/financial,0.2,balanced
WHAT'S ON TONIGHT,article,2006,arts/culture,0.5,clickbait
"Under Pressure, Bowden Ends Celebrated Run",article,2009,sports,-0.4,clickbait
"Paid Notice: Deaths  MAULE, QUENTIN F. DR.",article,2000,lifestyle/living,-0.8,matter-of-fact
Must I Get a Flu Shot?,article,2013,magazine,0.0,balanced
What’s on TV Wednesday: ‘The Curse of La Llorona’ and ‘Night on Earth’,article,2020,arts/culture,0.1,balanced
SPORTS PEOPLE: BOXING;Botha Told to Fight Moorer,article,1996,sports,0.2,matter-of-fact
Who Will Do Abortions Here?,article,1998,magazine,0.0,clickbait
"COMPANY NEWS: National Airlines, Reborn;
Another Old Name Returns to the Skies",article,1994,business/economy/financial,0.6,clickbait
Former Deputy at Justice Dept. Would Limit Legal Disclosure,article,2006,business/economy/financial,-0.3,clickbait
Intel Presents New Line of Processors,article,2006,business/economy/financial,0.5,balanced
Christie’s Auction Has a Wall Street Flavor,article,2010,business/economy/financial,0.3,clickbait
Judge Blocks Plan by City for New Taxis,article,2013,entertainment,-0.5,balanced
Support Grows for Alcohol Interlocks on Cars,article,2009,uncategorized,0.6,balanced
Divers Find Body of Toddler Snatched by Alligator at Disney Resort,article,2016,world/international/foreign,-0.9,clickbait
How to Read the Black Migration to the North; Evidence From the 30's,article,1991,media,0.2,balanced
"Paid Notice: Deaths  COE, HENRY E. III",article,1997,lifestyle/living,-0.8,matter-of-fact
Confidence Man,article,2007,fashion/style,0.2,clickbait
Failed Writer Entangled in Domestic Dramas,article,2013,weekend,-0.6,clickbait
White House Moves to Clear Up Comments on Bankers,article,2010,business/economy/financial,0.2,balanced
Reclaiming the Age-Old Art of Getting Lost,article,2015,travel,0.5,balanced
THIS LITTLE PIGGY ATE ROAST BEEF,article,1994,magazine,0.5,clickbait
IN SHORT: FICTION,article,1994,books/reviews,0.2,clickbait
Venezuela’s Water System is Collapsing,article,2019,world/international/foreign,-0.9,clickbait
Will Queen Be The Answer to 3i’s Woes?,article,2009,business/economy/financial,0.2,clickbait
"Paid Notice: Deaths  USDAN, IRWIN",article,2001,lifestyle/living,-0.8,matter-of-fact
RESIDENTIAL SALES,article,2002,home,0.2,matter-of-fact
Two Different Approaches to 20th-Century Works,article,1992,theater,0.2,balanced
A Post Office for Montclair,article,1995,home,0.2,matter-of-fact
Jubilee Year,article,2000,travel,0.5,balanced
New Insurance Rules for Patients Ease Way for Faster Decisions and Appeals,article,2000,world/international/foreign,0.6,balanced
Largest Hummer to Go the Way of the Dodo,article,2006,business/economy/financial,-0.6,clickbait
Fractured Nursery Rhymes,article,2000,times,0.2,clickbait
A Runner to Smarten the Table,article,2018,dining/food,0.2,clickbait
Decoding Health Insurance,article,2005,media,0.2,balanced
Mammogram Centers Facing Rising Costs and Low Reimbursements,article,2002,science/health,-0.7,balanced
Corrections,article,2001,home,0.2,balanced
"Trump Delays a Tariff Deadline, Citing Progress in China Trade Talks",article,2019,business/economy/financial,0.3,balanced
Week Ahead,article,2012,opinion/editorial,0.2,balanced
Illness and Superstition,article,2012,entertainment,0.0,clickbait
POP/JAZZ; So What's All the Fuss About 'Keeping It Real'?,article,1998,sports,0.2,clickbait
2 Pandas Bound for U.S. May Be Just First Wave,article,1995,science/health,0.2,clickbait
"Paid Notice: Deaths  GHENTS, RUTH OLIVIA HEIG",article,1997,lifestyle/living,-0.8,matter-of-fact
Fête Accompli | T Design in Milan,article,2011,uncategorized,0.2,balanced
You Shouldn’t Have to Risk Your Life to Vote,article,2020,opinion/editorial,-0.8,clickbait
Where the Party Is Perpetual,article,2010,entertainment,0.5,clickbait
Kathleen Frankovic and Hal Glatzer,article,1992,social/society,0.0,balanced
World Business Briefing | Europe: France: Bank's Profit Rises,article,2002,business/economy/financial,0.6,matter-of-fact
New Chief to Take Reins as Motorola Takes on Challenge of Rivals,article,2004,business/economy/financial,0.2,balanced
"A New York Deli in Hong Kong? Yes, and It’s Good",article,2016,travel,0.6,balanced
Review/Film; Trying (and Failing) to Be a Family,article,1994,weekend,-0.6,clickbait
Turkey: Publisher Faces Prosecution,article,2006,world/international/foreign,-0.7,balanced
Getting Transplants Off to a Good Start,article,1992,times,0.5,balanced
"Data Bank/September 25, 1994",article,1994,business/economy/financial,0.0,matter-of-fact
"Small-Business Health Care Reform, in Theory and in Practice",article,2009,business/economy/financial,0.2,balanced
"Washington Girds for Parties and Galas Galore and an Inauguration, Too",article,1997,world/international/foreign,0.7,clickbait
Yankees-Orioles Replay: Game 5,multimedia,2012,sports,0.0,matter-of-fact
Seeing Things | Season’s Seatings,article,2010,uncategorized,0.2,clickbait
'Yellow Dog',article,2003,books/reviews,0.0,clickbait
Blair Invites Palestinian Leaders to London,article,2002,world/international/foreign,0.3,balanced
The Immigrant Vote,article,2008,opinion/editorial,0.1,balanced
Karly Koch’s “Voicing My Choices”,multimedia,2015,science/health,0.2,balanced
Garry Wills Examines the Disappointing Presidency of James Madison,article,2002,books/reviews,-0.5,balanced
"The Art of Funny: Cartoon Imagery, Often With an Edge",article,2014,weekend,0.5,balanced
"Now Running for Office, Adam Greenberg. You May Remember His First At-Bat.",article,2018,sports,0.5,clickbait
Article 2002042290136313077 -- No Title,article,2002,uncategorized,0.0,clickbait
"2 G.I.'s, Throats Slashed, Found Dead After Rock-Throwing Attack on Car in Northern City",article,2003,world/international/foreign,-0.9,clickbait
Corrections,article,2004,weekend,0.0,clickbait
"Blunt Question, Blunt Answer",article,2002,media,0.2,clickbait
Kansas City Power & Light reports earnings for Qtr to Sept 30,article,1993,business/economy/financial,0.0,matter-of-fact
A Success at Bad Writing,article,2005,media,0.5,clickbait
Company Briefs,article,1996,business/economy/financial,0.2,matter-of-fact
Love Affair With Swale Extends Well Beyond His Death,article,2013,uncategorized,0.2,clickbait
"Bloomberg’s Rhyme? Two Replies, in Due Time",article,2008,entertainment,0.2,clickbait
"From Lebanon, With Pessimism and Hope",article,2011,uncategorized,0.1,balanced
Scant Evidence Behind the Advice About Salt,article,2018,home,0.0,clickbait
Have You Heard?,multimedia,2009,uncategorized,0.2,clickbait
Chinese Flee Flood Threat From Quake,article,2008,world/international/foreign,-0.7,balanced
HSBC May Put Headquarters and Other Buildings on Block,article,2009,business/economy/financial,-0.5,balanced
"On Baseball; In N.L. Wild-Card Race, Winner and Loser May Be One and Same",article,2006,sports,0.0,clickbait
Corrections,article,1993,home,0.5,balanced
The Nuclear Agreement With Iran,article,2015,entertainment,0.2,balanced
Annual Wine Tasting Packs Them In,article,2002,weekend,0.5,balanced
"In Japan, an Established Company Is Transformed",article,2000,business/economy/financial,0.5,balanced
TRANSACTIONS,article,2003,sports,0.2,matter-of-fact
"A Bloop Leads to a Blooper, Lifting the Yankees to a Sweep",article,2014,sports,0.5,clickbait
Broadway Getting the Jitters As Advance Ticket Sales Fall,article,2002,home,-0.7,clickbait
Daily Report: Where Are the Futurists?,article,2016,business/economy/financial,0.1,clickbait
Ex-Uconn Star Joins Sun,article,2008,sports,0.6,balanced
Footnotes,article,2009,arts/culture,0.2,clickbait
"Luke Askew, Character Actor, Is Dead at 80",article,2012,arts/culture,-0.7,matter-of-fact
"Rupite Journal; For a Revered Mystic, a Shrine Now of Her Own",article,1995,world/international/foreign,0.7,balanced
Bean Counting,article,2004,uncategorized,0.2,clickbait
Mets' Woes Extending to Florida,article,2004,sports,-0.6,clickbait
"Paid Notice: Deaths  HALPERN, JACK",article,1999,lifestyle/living,-0.8,matter-of-fact
Dr Pepper Drinks Its Words,article,2008,uncategorized,0.2,clickbait
INSIDE,article,1992,world/international/foreign,0.0,clickbait
"At FreshDirect, Reinvention After a Crisis",article,2010,business/economy/financial,0.5,balanced
"Casting a 'Ring' Is an Art, the Art of Logistics",article,1993,travel,0.2,clickbait
INSIDE,article,1991,home,0.2,clickbait
"On Hudson Pollution, Back to Routine Worries",article,2011,uncategorized,-0.5,balanced
Centennial Cellular reports earnings for Qtr to Feb 29,article,1992,business/economy/financial,0.1,matter-of-fact
Deutsche Bank Reported Its Own Russian Deal as Suspicious,article,2019,business/economy/financial,-0.7,clickbait
Andersen Appoints New Managing Partner,article,1997,business/economy/financial,0.5,balanced
Focus: Houston; Updating Dorms to Meet Student Needs,article,1993,real estate,0.5,balanced
"Near Cut Line, Guan Is Penalized for Slow Play",article,2013,uncategorized,-0.5,balanced
Stoking a Music Fan’s Fancy With Apps That Rock,article,2010,business/economy/financial,0.6,clickbait
Plan Would Split Superstore Into Three,article,1996,home,-0.1,balanced
TripAdvisor Icon Will Identify Hotels Where Sexual Assault Occurred,article,2017,travel,-0.6,clickbait
A War Without End,article,2004,media,-0.7,clickbait
COMPANY NEWS;AMERICAN FINANCIAL TO SELL UNIT TO MANAGEMENT,article,1996,business/economy/financial,0.2,balanced
"The Joys of Cricket, Savored by Millions (2 Letters)",article,2006,entertainment,0.8,clickbait
"Paid Notice: Deaths  FAUCETTA, ANN CATHERINE",article,2000,lifestyle/living,-0.8,matter-of-fact
A Summit to Discuss Mere Money,article,1993,weekend,0.2,clickbait
Supreme Court Taking Up Police Searches of Data Troves Known as Cellphones,article,2014,world/international/foreign,0.2,balanced
"Sarkozy Says He ‘Underestimated’ Crisis in Ex-Colony, Tunisia",article,2011,world/international/foreign,-0.5,balanced
Paris Trial Shows Faltering Evolution of a Jihadist Cell,article,2018,world/international/foreign,-0.5,balanced
Fighting Constantly After Baby? Read This,article,2020,world/international/foreign,0.2,clickbait
The Lamb of God in England,article,1992,books/reviews,0.2,clickbait
"Harlem Development Agency Provided Housing, Not Patronage",article,1995,media,0.2,balanced
"Leon Daniel, 74, Correspondent for U.P.I., Dies",article,2006,education,-0.7,matter-of-fact
"Paid Notice: Deaths  BOYLE, MICHAEL",article,2001,lifestyle/living,-0.7,matter-of-fact
An Extra Ingredient in North Dakota Politics: Oil,article,2012,uncategorized,0.3,clickbait
Strange Land,article,2007,books/reviews,0.2,clickbait
"Roadside Blast in Niger That Hit Americans Shows Growing Threat, Officials Say",article,2019,fashion/style,-0.7,balanced
"Bloomberg Is In, Maybe: This Week in the 2020 Race",article,2019,politics,0.2,clickbait
"THE MEDIA BUSINESS: Press Notes; Defying conventional wisdom, young people seem to be finding something to read in newspapers.",article,1995,business/economy/financial,0.7,clickbait
"Andy Murray, Blanked in Tiebreaker, Falls at U.S. Open",article,2015,sports,-0.6,balanced
"Political Memo; Strategy for Senate Race: Get Out the Vote, Selectively",article,2000,home,0.2,balanced
Dining Calendar,article,2012,dining/food,0.2,matter-of-fact
When the Party Says The Party's Over,article,1995,weekend,-0.7,clickbait
AMR and Pilots to Resume Negotiations,article,1999,business/economy/financial,0.2,balanced
Mapping the Mind,article,1992,magazine,0.2,clickbait
"Dr. Lauren, I Presume? Car Shoppers Go on Safari",article,1996,automobiles,0.2,clickbait
Sales and New Products in New York City,article,2014,fashion/style,0.3,balanced
"You and Me, and Baby Makes Two",article,1998,weekend,0.5,clickbait
"Chaka Khan, Angela Bassett and Glenn Close at Fall Galas",multimedia,2018,lifestyle/living,0.5,balanced
STOLEN PROMISE,article,1992,magazine,-0.6,clickbait
"Paid Notice: Deaths  BERKMAN, ALICE BARRASCH.",article,2000,lifestyle/living,-0.8,matter-of-fact
Corrections,article,1995,theater,0.2,balanced
Did Inflation Phobia Cause the Great Recession?,article,2014,opinion/editorial,0.2,clickbait
A vote-counting official in Florida who gave money to Trump’s campaign resigns.,article,2020,politics,-0.5,balanced
Letters to the Editor,article,2018,books/reviews,0.2,matter-of-fact
Arthritis Fails to Slow Invading Toads in Australian Fields,article,2007,science/health,-0.5,clickbait
World Briefing | Middle East: Egypt: Student Permitted To Wear Veil,article,2001,world/international/foreign,0.5,balanced
Greeley's Principal Looks Back and Ahead,article,1995,theater,0.2,balanced
Verbatim: Biden on the Patriots Scandal,article,2015,uncategorized,0.0,clickbait
An Italian Official's Blunt Words Set Off Euro-Mayhem,article,2002,world/international/foreign,-0.6,clickbait
Star-Filled Releases Draw Well at Box Office,article,2008,arts/culture,0.7,balanced
House Votes to Eliminate Hedge Fund Tax Break,article,2010,business/economy/financial,0.3,balanced
A Message of Nonviolence in Prisons,article,1997,weekend,0.5,balanced
Absurdist Spoof of Nazism,article,1994,weekend,-0.7,clickbait
Residential Real Estate; New Brunswick Moving Up From New Rentals to Condos,article,2004,home,0.4,balanced
The Economic Impact of the Pill,article,2012,uncategorized,0.7,balanced
Triumphs Beyond First Place in the Hurdles,article,1999,sports,0.5,clickbait
The Recovery’s Two Sides: Weak Growth Even as Hiring Surges,article,2016,business/economy/financial,0.1,balanced
The Cult of the ‘Amateur’,article,2015,magazine,-0.5,clickbait
Giuliani and the G.O.P. (1 Letter),article,2007,entertainment,0.0,clickbait
"‘I’ve Got Your Back,’ Obama Tells Flint Residents",article,2016,world/international/foreign,0.6,balanced
Veterans’ Programs Are Set for Raise in Spending Plan,article,2013,world/international/foreign,0.7,balanced
"Tom Cotton, Said to Be Trump’s C.I.A. Pick, Would Bring Ambition but Little Experience",article,2017,fashion/style,0.2,balanced
"Paid Notice: Deaths   SILBERLING, DIANE",article,2005,lifestyle/living,-0.8,matter-of-fact
Soul Men (And Women) Of Memphis,article,2003,weekend,0.5,clickbait
NYT: Your Brain on Baseball,audio,2018,uncategorized,0.2,balanced
North Korea Confirms It Is Holding U.S. Citizen,article,2013,world/international/foreign,-0.8,balanced
Corrections,article,2005,travel,0.5,balanced
"The Burkas Come Off, But Equality Falters At the Edge of Kabul",article,2002,education,-0.6,clickbait
Legal Vacuum in Haiti Is Testing U.S. Policy,article,1994,education,-0.5,balanced
Briefly: Asia/Pacific,article,2005,uncategorized,0.2,balanced
WEDDINGS;Alonna Ostrow and Michael Ostad,article,1995,social/society,0.5,balanced
"With a little more than a week until Election Day, Trump and Biden make their closing pitches on ‘60 Minutes.’",article,2020,politics,0.2,balanced
It’s the Bricks That Make Butler Basketball Special,article,2010,sports,0.3,balanced
Rubio and Warren Seek to Protect Licenses of Student-Loan Debtors,article,2018,business/economy/financial,0.5,balanced
"Paid Notice: Deaths   BAIN, MARJORY, O.B.E.",article,2005,lifestyle/living,-0.8,matter-of-fact
"Arts, Briefly; Museums Battle Heirs for Art",article,2006,weekend,-0.5,balanced
"40 Years Later, a Proper Graduation",article,2010,world/international/foreign,0.5,clickbait
COMPANY NEWS;,article,1992,business/economy/financial,0.2,matter-of-fact
Learning From Failure,article,2013,opinion/editorial,0.2,balanced
$99 Companion Ticket for Delta Web Users,article,1997,business/economy/financial,0.5,balanced
